"","Code_REGIS","Nom_Partido","CodPartido","Votos"
"12773",24013,"MOVIMIENTO GENTE NUEVA",1186,2
"12774",24013,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"12775",24013,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"12776",24013,"PACTO HISTÓRICO",292,158
"12777",24013,"PARTIDO CAMBIO RADICAL",3,7
"12778",24013,"PARTIDO CENTRO DEMOCRÁTICO",11,149
"12779",24013,"PARTIDO CONSERVADOR COLOMBIANO",2,124
"12780",24013,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,92
"12781",24013,"PARTIDO LIBERAL COLOMBIANO",1,1206
"12782",24013,"PARTIDO NUEVO LIBERALISMO",19,19
"12783",24013,"TARJETONES NO MARCADOS",998,160
"12784",24013,"VOTO EN BLANCO",996,145
"12785",24013,"VOTOS NULOS",997,137
"12786",24021,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,550
"12787",24021,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,472
"12788",24021,"ESTAMOS LISTAS COLOMBIA",1130,13
"12789",24021,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,115
"12790",24021,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,8
"12791",24021,"MOVIMIENTO GENTE NUEVA",1186,27
"12792",24021,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"12793",24021,"MOVIMIENTO UNITARIO METAPOLITICO",1039,6
"12794",24021,"PACTO HISTÓRICO",292,349
"12795",24021,"PARTIDO CAMBIO RADICAL",3,82
"12796",24021,"PARTIDO CENTRO DEMOCRÁTICO",11,1578
"12797",24021,"PARTIDO COMUNES",13,6
"12798",24021,"PARTIDO CONSERVADOR COLOMBIANO",2,914
"12799",24021,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,539
"12800",24021,"PARTIDO LIBERAL COLOMBIANO",1,3095
"12801",24021,"PARTIDO NUEVO LIBERALISMO",19,36
"12802",24021,"TARJETONES NO MARCADOS",998,721
"12803",24021,"VOTO EN BLANCO",996,688
"12804",24021,"VOTOS NULOS",997,549
"12805",24025,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,6059
"12806",24025,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,5941
"12807",24025,"ESTAMOS LISTAS COLOMBIA",1130,335
"12808",24025,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,2580
"12809",24025,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,95
"12810",24025,"MOVIMIENTO GENTE NUEVA",1186,159
"12811",24025,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,107
"12812",24025,"MOVIMIENTO UNITARIO METAPOLITICO",1039,70
"12813",24025,"PACTO HISTÓRICO",292,9572
"12814",24025,"PARTIDO CAMBIO RADICAL",3,658
"12815",24025,"PARTIDO CENTRO DEMOCRÁTICO",11,4863
"12816",24025,"PARTIDO COMUNES",13,91
"12817",24025,"PARTIDO CONSERVADOR COLOMBIANO",2,7565
"12818",24025,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,2656
"12819",24025,"PARTIDO LIBERAL COLOMBIANO",1,22162
"12820",24025,"PARTIDO NUEVO LIBERALISMO",19,954
"12821",24025,"TARJETONES NO MARCADOS",998,2653
"12822",24025,"VOTO EN BLANCO",996,6329
"12823",24025,"VOTOS NULOS",997,4382
"12824",24029,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,258
"12825",24029,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,237
"12826",24029,"ESTAMOS LISTAS COLOMBIA",1130,5
"12827",24029,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,54
"12828",24029,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,4
"12829",24029,"MOVIMIENTO GENTE NUEVA",1186,5
"12830",24029,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"12831",24029,"MOVIMIENTO UNITARIO METAPOLITICO",1039,8
"12832",24029,"PACTO HISTÓRICO",292,251
"12833",24029,"PARTIDO CAMBIO RADICAL",3,62
"12834",24029,"PARTIDO CENTRO DEMOCRÁTICO",11,299
"12835",24029,"PARTIDO COMUNES",13,8
"12836",24029,"PARTIDO CONSERVADOR COLOMBIANO",2,928
"12837",24029,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,110
"12838",24029,"PARTIDO LIBERAL COLOMBIANO",1,1275
"12839",24029,"PARTIDO NUEVO LIBERALISMO",19,19
"12840",24029,"TARJETONES NO MARCADOS",998,302
"12841",24029,"VOTO EN BLANCO",996,266
"12842",24029,"VOTOS NULOS",997,274
"12843",24038,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,114
"12844",24038,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,251
"12845",24038,"ESTAMOS LISTAS COLOMBIA",1130,3
"12846",24038,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,38
"12847",24038,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,14
"12848",24038,"MOVIMIENTO GENTE NUEVA",1186,3
"12849",24038,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,4
"12850",24038,"MOVIMIENTO UNITARIO METAPOLITICO",1039,3
"12851",24038,"PACTO HISTÓRICO",292,198
"12852",24038,"PARTIDO CAMBIO RADICAL",3,27
"12853",24038,"PARTIDO CENTRO DEMOCRÁTICO",11,397
"12854",24038,"PARTIDO COMUNES",13,2
"12855",24038,"PARTIDO CONSERVADOR COLOMBIANO",2,292
"12856",24038,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,72
"12857",24038,"PARTIDO LIBERAL COLOMBIANO",1,828
"12858",24038,"PARTIDO NUEVO LIBERALISMO",19,21
"12859",24038,"TARJETONES NO MARCADOS",998,180
"12860",24038,"VOTO EN BLANCO",996,163
"12861",24038,"VOTOS NULOS",997,184
"12862",24046,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,715
"12863",24046,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,1182
"12864",24046,"ESTAMOS LISTAS COLOMBIA",1130,19
"12865",24046,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,227
"12866",24046,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,16
"12867",24046,"MOVIMIENTO GENTE NUEVA",1186,23
"12868",24046,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,12
"12869",24046,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"12870",24046,"PACTO HISTÓRICO",292,1137
"12871",24046,"PARTIDO CAMBIO RADICAL",3,103
"12872",24046,"PARTIDO CENTRO DEMOCRÁTICO",11,713
"12873",24046,"PARTIDO COMUNES",13,64
"12874",24046,"PARTIDO CONSERVADOR COLOMBIANO",2,1965
"12875",24046,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,721
"12876",24046,"PARTIDO LIBERAL COLOMBIANO",1,4573
"12877",24046,"PARTIDO NUEVO LIBERALISMO",19,81
"12878",24046,"TARJETONES NO MARCADOS",998,576
"12879",24046,"VOTO EN BLANCO",996,853
"12880",24046,"VOTOS NULOS",997,816
"12881",24054,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,248
"12882",24054,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,418
"12883",24054,"ESTAMOS LISTAS COLOMBIA",1130,9
"12884",24054,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,97
"12885",24054,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,10
"12886",24054,"MOVIMIENTO GENTE NUEVA",1186,3
"12887",24054,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,4
"12888",24054,"MOVIMIENTO UNITARIO METAPOLITICO",1039,4
"12889",24054,"PACTO HISTÓRICO",292,315
"12890",24054,"PARTIDO CAMBIO RADICAL",3,46
"12891",24054,"PARTIDO CENTRO DEMOCRÁTICO",11,581
"12892",24054,"PARTIDO CONSERVADOR COLOMBIANO",2,953
"12893",24054,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,537
"12894",24054,"PARTIDO LIBERAL COLOMBIANO",1,2037
"12895",24054,"PARTIDO NUEVO LIBERALISMO",19,54
"12896",24054,"TARJETONES NO MARCADOS",998,395
"12897",24054,"VOTO EN BLANCO",996,299
"12898",24054,"VOTOS NULOS",997,403
"12899",24062,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,179
"12900",24062,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,153
"12901",24062,"ESTAMOS LISTAS COLOMBIA",1130,1
"12902",24062,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,52
"12903",24062,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,4
"12904",24062,"MOVIMIENTO GENTE NUEVA",1186,3
"12905",24062,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"12906",24062,"MOVIMIENTO UNITARIO METAPOLITICO",1039,3
"12907",24062,"PACTO HISTÓRICO",292,162
"12908",24062,"PARTIDO CAMBIO RADICAL",3,40
"12909",24062,"PARTIDO CENTRO DEMOCRÁTICO",11,255
"12910",24062,"PARTIDO COMUNES",13,7
"12911",24062,"PARTIDO CONSERVADOR COLOMBIANO",2,755
"12912",24062,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,190
"12913",24062,"PARTIDO LIBERAL COLOMBIANO",1,1224
"12914",24062,"PARTIDO NUEVO LIBERALISMO",19,16
"12915",24062,"TARJETONES NO MARCADOS",998,336
"12916",24062,"VOTO EN BLANCO",996,194
"12917",24062,"VOTOS NULOS",997,223
"12918",24070,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,83
"12919",24070,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,179
"12920",24070,"ESTAMOS LISTAS COLOMBIA",1130,1
"12921",24070,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,59
"12922",24070,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"12923",24070,"MOVIMIENTO GENTE NUEVA",1186,1
"12924",24070,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"12925",24070,"PACTO HISTÓRICO",292,89
"12926",24070,"PARTIDO CAMBIO RADICAL",3,31
"12927",24070,"PARTIDO CENTRO DEMOCRÁTICO",11,196
"12928",24070,"PARTIDO COMUNES",13,39
"12929",24070,"PARTIDO CONSERVADOR COLOMBIANO",2,744
"12930",24070,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,259
"12931",24070,"PARTIDO LIBERAL COLOMBIANO",1,1934
"12932",24070,"PARTIDO NUEVO LIBERALISMO",19,11
"12933",24070,"TARJETONES NO MARCADOS",998,281
"12934",24070,"VOTO EN BLANCO",996,104
"12935",24070,"VOTOS NULOS",997,250
"12936",24078,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,406
"12937",24078,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,340
"12938",24078,"ESTAMOS LISTAS COLOMBIA",1130,11
"12939",24078,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,84
"12940",24078,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,18
"12941",24078,"MOVIMIENTO GENTE NUEVA",1186,457
"12942",24078,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"12943",24078,"MOVIMIENTO UNITARIO METAPOLITICO",1039,8
"12944",24078,"PACTO HISTÓRICO",292,363
"12945",24078,"PARTIDO CAMBIO RADICAL",3,88
"12946",24078,"PARTIDO CENTRO DEMOCRÁTICO",11,313
"12947",24078,"PARTIDO COMUNES",13,11
"12948",24078,"PARTIDO CONSERVADOR COLOMBIANO",2,1123
"12949",24078,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,319
"12950",24078,"PARTIDO LIBERAL COLOMBIANO",1,2718
"12951",24078,"PARTIDO NUEVO LIBERALISMO",19,51
"12952",24078,"TARJETONES NO MARCADOS",998,517
"12953",24078,"VOTO EN BLANCO",996,451
"12954",24078,"VOTOS NULOS",997,544
"12955",24086,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,3769
"12956",24086,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,1778
"12957",24086,"ESTAMOS LISTAS COLOMBIA",1130,81
"12958",24086,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,720
"12959",24086,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,43
"12960",24086,"MOVIMIENTO GENTE NUEVA",1186,44
"12961",24086,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,54
"12962",24086,"MOVIMIENTO UNITARIO METAPOLITICO",1039,29
"12963",24086,"PACTO HISTÓRICO",292,3713
"12964",24086,"PARTIDO CAMBIO RADICAL",3,366
"12965",24086,"PARTIDO CENTRO DEMOCRÁTICO",11,2458
"12966",24086,"PARTIDO COMUNES",13,32
"12967",24086,"PARTIDO CONSERVADOR COLOMBIANO",2,2384
"12968",24086,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,1398
"12969",24086,"PARTIDO LIBERAL COLOMBIANO",1,7712
"12970",24086,"PARTIDO NUEVO LIBERALISMO",19,380
"12971",24086,"TARJETONES NO MARCADOS",998,1511
"12972",24086,"VOTO EN BLANCO",996,2603
"12973",24086,"VOTOS NULOS",997,1674
"12974",24094,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,202
"12975",24094,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,420
"12976",24094,"ESTAMOS LISTAS COLOMBIA",1130,9
"12977",24094,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,92
"12978",24094,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,8
"12979",24094,"MOVIMIENTO GENTE NUEVA",1186,11
"12980",24094,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,7
"12981",24094,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"12982",24094,"PACTO HISTÓRICO",292,231
"12983",24094,"PARTIDO CAMBIO RADICAL",3,31
"12984",24094,"PARTIDO CENTRO DEMOCRÁTICO",11,434
"12985",24094,"PARTIDO COMUNES",13,3
"12986",24094,"PARTIDO CONSERVADOR COLOMBIANO",2,712
"12987",24094,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,303
"12988",24094,"PARTIDO LIBERAL COLOMBIANO",1,734
"12989",24094,"PARTIDO NUEVO LIBERALISMO",19,30
"12990",24094,"TARJETONES NO MARCADOS",998,380
"12991",24094,"VOTO EN BLANCO",996,283
"12992",24094,"VOTOS NULOS",997,300
"12993",25001,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,33998
"12994",25001,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,10189
"12995",25001,"ESTAMOS LISTAS COLOMBIA",1130,539
"12996",25001,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,5512
"12997",25001,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,254
"12998",25001,"MOVIMIENTO GENTE NUEVA",1186,432
"12999",25001,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1762
"13000",25001,"MOVIMIENTO UNITARIO METAPOLITICO",1039,111
"13001",25001,"PACTO HISTÓRICO",292,11117
"13002",25001,"PARTIDO CAMBIO RADICAL",3,58454
"13003",25001,"PARTIDO CENTRO DEMOCRÁTICO",11,37459
"13004",25001,"PARTIDO COMUNES",13,443
"13005",25001,"PARTIDO CONSERVADOR COLOMBIANO",2,50943
"13006",25001,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,6863
"13007",25001,"PARTIDO LIBERAL COLOMBIANO",1,38591
"13008",25001,"PARTIDO NUEVO LIBERALISMO",19,2737
"13009",25001,"TARJETONES NO MARCADOS",998,6791
"13010",25001,"VOTO EN BLANCO",996,19235
"13011",25001,"VOTOS NULOS",997,14057
"13012",25004,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,849
"13013",25004,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,60
"13014",25004,"ESTAMOS LISTAS COLOMBIA",1130,8
"13015",25004,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,258
"13016",25004,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"13017",25004,"MOVIMIENTO GENTE NUEVA",1186,12
"13018",25004,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,5
"13019",25004,"MOVIMIENTO UNITARIO METAPOLITICO",1039,7
"13020",25004,"PACTO HISTÓRICO",292,124
"13021",25004,"PARTIDO CAMBIO RADICAL",3,4505
"13022",25004,"PARTIDO CENTRO DEMOCRÁTICO",11,802
"13023",25004,"PARTIDO COMUNES",13,1
"13024",25004,"PARTIDO CONSERVADOR COLOMBIANO",2,2975
"13025",25004,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,504
"13026",25004,"PARTIDO LIBERAL COLOMBIANO",1,765
"13027",25004,"PARTIDO NUEVO LIBERALISMO",19,17
"13028",25004,"TARJETONES NO MARCADOS",998,466
"13029",25004,"VOTO EN BLANCO",996,447
"13030",25004,"VOTOS NULOS",997,455
"13031",25007,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,414
"13032",25007,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,19
"13033",25007,"ESTAMOS LISTAS COLOMBIA",1130,3
"13034",25007,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,35
"13035",25007,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"13036",25007,"MOVIMIENTO GENTE NUEVA",1186,2
"13037",25007,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,7
"13038",25007,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"13039",25007,"PACTO HISTÓRICO",292,29
"13040",25007,"PARTIDO CAMBIO RADICAL",3,548
"13041",25007,"PARTIDO CENTRO DEMOCRÁTICO",11,1113
"13042",25007,"PARTIDO COMUNES",13,0
"13043",25007,"PARTIDO CONSERVADOR COLOMBIANO",2,970
"13044",25007,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,117
"13045",25007,"PARTIDO LIBERAL COLOMBIANO",1,337
"13046",25007,"PARTIDO NUEVO LIBERALISMO",19,5
"13047",25007,"TARJETONES NO MARCADOS",998,178
"13048",25007,"VOTO EN BLANCO",996,111
"13049",25007,"VOTOS NULOS",997,184
"13050",25010,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,1246
"13051",25010,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,78
"13052",25010,"ESTAMOS LISTAS COLOMBIA",1130,3
"13053",25010,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,22
"13054",25010,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"13055",25010,"MOVIMIENTO GENTE NUEVA",1186,1
"13056",25010,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,18
"13057",25010,"MOVIMIENTO UNITARIO METAPOLITICO",1039,2
"13058",25010,"PACTO HISTÓRICO",292,71
"13059",25010,"PARTIDO CAMBIO RADICAL",3,140
"13060",25010,"PARTIDO CENTRO DEMOCRÁTICO",11,430
"13061",25010,"PARTIDO COMUNES",13,1
"13062",25010,"PARTIDO CONSERVADOR COLOMBIANO",2,683
"13063",25010,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,81
"13064",25010,"PARTIDO LIBERAL COLOMBIANO",1,857
"13065",25010,"PARTIDO NUEVO LIBERALISMO",19,18
"13066",25010,"TARJETONES NO MARCADOS",998,100
"13067",25010,"VOTO EN BLANCO",996,147
"13068",25010,"VOTOS NULOS",997,161
"13069",25013,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,136
"13070",25013,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,9
"13071",25013,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,43
"13072",25013,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"13073",25013,"PACTO HISTÓRICO",292,1
"13074",25013,"PARTIDO CAMBIO RADICAL",3,632
"13075",25013,"PARTIDO CENTRO DEMOCRÁTICO",11,133
"13076",25013,"PARTIDO CONSERVADOR COLOMBIANO",2,599
"13077",25013,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,38
"13078",25013,"PARTIDO LIBERAL COLOMBIANO",1,31
"13079",25013,"TARJETONES NO MARCADOS",998,100
"13080",25013,"VOTO EN BLANCO",996,73
"13081",25013,"VOTOS NULOS",997,74
"13082",25016,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,55
"13083",25016,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,8
"13084",25016,"ESTAMOS LISTAS COLOMBIA",1130,1
"13085",25016,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,5
"13086",25016,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"13087",25016,"PACTO HISTÓRICO",292,29
"13088",25016,"PARTIDO CAMBIO RADICAL",3,543
"13089",25016,"PARTIDO CENTRO DEMOCRÁTICO",11,138
"13090",25016,"PARTIDO CONSERVADOR COLOMBIANO",2,130
"13091",25016,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,28
"13092",25016,"PARTIDO LIBERAL COLOMBIANO",1,281
"13093",25016,"PARTIDO NUEVO LIBERALISMO",19,1
"13094",25016,"TARJETONES NO MARCADOS",998,40
"13095",25016,"VOTO EN BLANCO",996,37
"13096",25016,"VOTOS NULOS",997,71
"13097",25019,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,70
"13098",25019,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,7
"13099",25019,"ESTAMOS LISTAS COLOMBIA",1130,1
"13100",25019,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,29
"13101",25019,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,1
"13102",25019,"MOVIMIENTO GENTE NUEVA",1186,2
"13103",25019,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"13104",25019,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"13105",25019,"PACTO HISTÓRICO",292,13
"13106",25019,"PARTIDO CAMBIO RADICAL",3,222
"13107",25019,"PARTIDO CENTRO DEMOCRÁTICO",11,842
"13108",25019,"PARTIDO CONSERVADOR COLOMBIANO",2,1275
"13109",25019,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,161
"13110",25019,"PARTIDO LIBERAL COLOMBIANO",1,180
"13111",25019,"PARTIDO NUEVO LIBERALISMO",19,4
"13112",25019,"TARJETONES NO MARCADOS",998,79
"13113",25019,"VOTO EN BLANCO",996,81
"13114",25019,"VOTOS NULOS",997,127
"13115",25022,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,181
"13116",25022,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,25
"13117",25022,"ESTAMOS LISTAS COLOMBIA",1130,3
"13118",25022,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,48
"13119",25022,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,3
"13120",25022,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,2
"13121",25022,"MOVIMIENTO UNITARIO METAPOLITICO",1039,1
"13122",25022,"PACTO HISTÓRICO",292,493
"13123",25022,"PARTIDO CAMBIO RADICAL",3,1899
"13124",25022,"PARTIDO CENTRO DEMOCRÁTICO",11,165
"13125",25022,"PARTIDO COMUNES",13,4
"13126",25022,"PARTIDO CONSERVADOR COLOMBIANO",2,2447
"13127",25022,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,113
"13128",25022,"PARTIDO LIBERAL COLOMBIANO",1,399
"13129",25022,"PARTIDO NUEVO LIBERALISMO",19,10
"13130",25022,"TARJETONES NO MARCADOS",998,230
"13131",25022,"VOTO EN BLANCO",996,151
"13132",25022,"VOTOS NULOS",997,267
"13133",25025,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,87
"13134",25025,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,42
"13135",25025,"ESTAMOS LISTAS COLOMBIA",1130,1
"13136",25025,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,23
"13137",25025,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,3
"13138",25025,"MOVIMIENTO GENTE NUEVA",1186,4
"13139",25025,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,1
"13140",25025,"MOVIMIENTO UNITARIO METAPOLITICO",1039,6
"13141",25025,"PACTO HISTÓRICO",292,41
"13142",25025,"PARTIDO CAMBIO RADICAL",3,308
"13143",25025,"PARTIDO CENTRO DEMOCRÁTICO",11,682
"13144",25025,"PARTIDO COMUNES",13,1
"13145",25025,"PARTIDO CONSERVADOR COLOMBIANO",2,1196
"13146",25025,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,80
"13147",25025,"PARTIDO LIBERAL COLOMBIANO",1,902
"13148",25025,"PARTIDO NUEVO LIBERALISMO",19,5
"13149",25025,"TARJETONES NO MARCADOS",998,174
"13150",25025,"VOTO EN BLANCO",996,126
"13151",25025,"VOTOS NULOS",997,228
"13152",25028,"COALICIÓN ALIANZA VERDE Y CENTRO ESPERANZA",255,943
"13153",25028,"COALICIÓN MIRA -  COLOMBIA JUSTA LIBRES",231,164
"13154",25028,"ESTAMOS LISTAS COLOMBIA",1130,5
"13155",25028,"FUERZA CIUDADANA LA FUERZA DEL CAMBIO",1140,143
"13156",25028,"MOVIMIENTO DE SALVACIÓN NACIONAL",302,7
"13157",25028,"MOVIMIENTO GENTE NUEVA",1186,8
"13158",25028,"MOVIMIENTO NACIONAL SECTOR ORGANIZADO DE LA SALUD SOS COLOMBIA",1073,63
"13159",25028,"MOVIMIENTO UNITARIO METAPOLITICO",1039,5
"13160",25028,"PACTO HISTÓRICO",292,315
"13161",25028,"PARTIDO CAMBIO RADICAL",3,1901
"13162",25028,"PARTIDO CENTRO DEMOCRÁTICO",11,582
"13163",25028,"PARTIDO COMUNES",13,1
"13164",25028,"PARTIDO CONSERVADOR COLOMBIANO",2,1216
"13165",25028,"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""",8,132
"13166",25028,"PARTIDO LIBERAL COLOMBIANO",1,507
"13167",25028,"PARTIDO NUEVO LIBERALISMO",19,59
